idx,time_delta
677,4.1869726
678,8.019123
679,7.4472136
680,20.278786
681,15.691
682,6.4556684
683,17.942884
684,10.744383
685,6.7253222
686,1.8924437
687,31.939713
688,16.0228
689,7.6942368
690,17.585638
691,22.247978
692,10.900027
693,3.3873239
694,15.292955
695,20.008009
696,18.528791
697,13.194007
698,15.268005
699,1.0
700,6.016309
701,16.40019
702,19.351717
703,5.622782
704,14.118696
705,4.576571
706,20.100552
707,5.797358
708,13.552676
709,8.714658
710,8.279606
711,1.1705799
712,23.776222
713,4.998144
714,6.5907383
715,5.4093823
716,1.7446232
717,19.864594
718,3.1206594
719,15.512524
720,13.417332
721,6.6102
722,10.875051
723,35.468147
724,22.87824
725,9.866457
726,16.989914
727,1.0
728,7.1284933
729,12.384546
730,15.7502575
731,39.630928
732,27.166445
733,2.091052
734,4.752657
735,32.6202
736,21.954807
737,38.312817
738,4.4258456
739,15.35195
740,28.396969
741,10.000457
742,18.474455
743,10.142779
744,4.1955647
745,10.642567
746,8.006661
747,16.724436
748,9.479855
749,20.921534
750,14.47855
751,6.8203673
752,8.147553
753,9.134075
754,3.777628
755,13.178223
756,15.87924
757,20.807846
758,4.9441023
759,9.33331
760,16.948048
761,23.143637
762,18.45263
763,11.401579
764,4.441608
765,5.8022156
766,8.093426
767,23.035042
768,9.195101
769,11.110629
770,6.983203
771,27.939934
772,6.94816
773,4.0078387
774,21.236336
775,33.40643
776,26.820555
777,20.9021
778,19.725622
779,27.44812
780,21.60413
781,12.521897
782,8.93935
783,7.1015472
784,9.86504
785,7.4347267
786,10.525302
787,19.23336
788,9.726139
789,13.499606
790,2.9118104
791,6.2884445
792,7.512177
793,18.654873
794,10.8519
795,5.911811
796,1.8779773
797,8.584222
798,15.900854
799,20.085833
800,38.405823
801,22.078482
802,3.025333
803,14.184676
804,4.7533717
805,16.52348
806,11.921747
807,20.684612
808,11.616324
809,5.8869267
810,4.864877
811,3.450308
812,12.39379
813,5.9471655
814,5.6958513
815,5.9327607
816,13.60581
817,8.7756605
818,7.998536
819,16.781578
820,23.478685
821,22.25259
822,26.223618
823,4.2519617
824,8.308739
825,1.7278423
826,14.457317
827,12.618762
828,28.215479
829,11.831177
830,10.861857
831,18.870441
832,32.833263
833,17.987528
834,7.2691917
835,11.288576
836,17.894688
837,6.9191866
838,9.455644
839,3.0474577
840,18.971416
841,19.31633
842,3.5602074
843,23.059237
844,18.5581
845,25.182941
846,7.6854978
847,6.691084
848,10.99739
849,9.374403
850,10.569195
851,11.009292
852,13.593005
853,21.39755
854,9.236801
855,6.252511
856,11.479779
857,9.259293
858,21.79195
859,24.121641
860,8.214326
861,9.11007
862,10.935301
863,16.494001
864,14.596556
865,13.35816
866,6.7328963
867,19.14123
868,18.247377
869,20.813076
870,9.612626
871,18.080906
872,8.997917
873,5.8544245
874,5.7106876
875,8.868633
876,20.571405
877,4.864629
878,11.4520035
879,24.909828
880,1.0
881,10.863234
882,9.179067
883,2.8929577
884,1.0
885,18.246689
886,11.52679
887,2.862115
888,16.45263
889,5.7104173
890,14.034322
891,31.541433
892,7.7576847
893,29.006323
894,14.050225
895,29.528511
896,17.513851
897,9.616217
898,8.90364
899,1.0
900,3.6500618
901,8.523508
902,17.98703
903,1.0
904,19.004612
905,13.166052
906,22.350962
907,15.43302
908,21.345257
909,6.9721937
910,5.551392
911,22.289093
912,6.4780035
913,3.143983
914,6.5973845
915,10.469789
916,18.653503
917,20.581059
918,9.74666
919,13.066127
920,19.677826
921,23.036816
922,1.2890482
923,7.2269993
924,7.356326
925,1.0
926,9.709341
927,2.295107
928,29.535126
929,16.071026
930,29.63741
931,2.5092754
932,14.383632
933,20.646454
934,1.0
935,36.464394
936,7.644539
937,35.386078
938,3.872697
939,5.5462494
940,31.79611
941,7.538156
942,23.632597
943,8.69844
944,18.975693
945,15.509268
946,15.376408
947,28.218727
948,27.52333
949,8.6859665
950,9.513955
951,5.9801464
952,6.1485014
953,1.0
954,4.74774
955,23.189762
956,11.838929
957,16.658604
958,18.779291
959,15.155668
960,13.351524
961,7.0221834
962,10.965945
963,16.668211
964,4.542041
965,13.91034
966,7.948617
967,22.50772
968,13.667002
969,23.976776
970,11.601843
971,11.362123
972,10.554825
973,10.747301
974,5.499092
975,2.8247147
976,35.783306
977,13.91034
978,13.616068
979,13.666971
980,18.947117
981,3.3779964
982,4.507016
983,30.47192
984,9.075317
985,10.1660185
986,7.0266304
987,30.268612
988,21.839186
989,9.1471615
990,6.6080256
991,20.461834
992,18.26534
993,23.038313
994,6.455321
995,8.239879
996,10.647905
997,7.41996
998,13.329128
999,33.159134
1000,4.6297607
1001,5.999241
1002,26.325844
1003,8.50629
1004,18.713108
1005,6.83965
1006,9.13912
1007,1.0582523
1008,1.0
1009,10.567253
1010,7.746612
1011,10.245436
1012,15.612438
1013,3.8090773
1014,31.004871
1015,3.3905504
1016,20.50459
1017,10.866032
1018,8.592737
1019,34.75505
1020,21.820278
1021,7.732936
1022,23.608257
1023,6.2702346
1024,19.224056
1025,11.751336
1026,2.6652231
1027,5.004004
1028,4.0851865
1029,7.1764445
1030,2.7871919
1031,29.493029
1032,13.05126
1033,7.742338
1034,6.6820087
1035,11.151159
1036,17.947985
1037,4.229764
1038,6.04587
1039,18.458084
1040,4.484854
1041,29.331354
1042,22.701054
1043,13.351799
1044,30.674284
1045,22.188457
1046,11.066833
1047,13.666763
1048,15.310726
1049,31.365326
1050,20.393423
1051,9.234421
1052,8.49293
1053,17.605001
1054,7.184066
1055,12.313373
1056,3.4473858
1057,9.540254
1058,13.340947
1059,4.915669
1060,29.891605
1061,10.063508
1062,14.515736
1063,23.785172
1064,13.089533
1065,9.227678
1066,34.262615
1067,12.929365
1068,1.8694391
1069,2.8016658
1070,25.780304
1071,6.16466
1072,2.6380758
1073,6.740023
1074,20.876453
1075,11.517377
1076,17.253487
1077,16.405302
1078,12.683369
1079,1.1295786
1080,1.0
1081,7.569212
1082,38.780777
1083,3.0108654
1084,8.989785
1085,23.586777
1086,5.593451
1087,19.395987
1088,14.527416
1089,25.477894
1090,14.565742
1091,7.9591103
1092,16.891241
1093,1.6779242
1094,2.061304
1095,23.563644
1096,18.119308
1097,13.752238
1098,9.283522
1099,11.143898
1100,27.52014
1101,7.9591103
1102,11.430326
1103,12.577287
1104,10.552385
1105,2.7438574
1106,17.397861
1107,6.4412003
1108,6.97603
1109,18.241001
1110,5.5547857
1111,19.990055
1112,10.446899
1113,9.696349
1114,18.646534
1115,14.051207
1116,26.918236
1117,12.840883
1118,12.239882
1119,4.9126015
1120,3.046427
1121,4.3253474
1122,4.3717794
1123,6.224806
1124,23.470852
1125,19.133514
1126,3.8228416
1127,18.733883
1128,32.680637
1129,16.250376
1130,14.909094
1131,6.8861732
1132,9.873112
1133,15.169674
1134,14.070609
1135,11.564063
1136,41.409477
1137,12.4868145
1138,20.165401
1139,18.292793
1140,11.4821
1141,3.4649136
1142,9.021782
1143,1.0
1144,13.557949
1145,7.63067
1146,21.058973
1147,5.7340736
1148,10.491588
1149,25.464624
1150,9.212412
1151,22.18504
1152,25.473572
1153,6.434264
1154,28.522709
1155,2.0376346
1156,5.6195493
1157,14.935037
1158,10.218863
1159,5.1398697
1160,10.656702
1161,11.996456
1162,1.0
1163,31.612679
1164,3.7551765
1165,19.333454
1166,1.0
1167,9.150162
1168,21.1166
1169,27.07943
1170,12.298393
1171,4.0297413
1172,20.82058
1173,1.0
1174,3.332508
1175,17.213188
1176,27.6711
1177,3.3604918
1178,3.366806
1179,27.860405
1180,19.78498
1181,10.946182
1182,11.657734
1183,9.357302
1184,11.437735
1185,6.6603355
1186,5.892557
1187,1.8112422
1188,34.947235
1189,11.052854
1190,11.990863
1191,12.490476
1192,12.445385
1193,11.526676
1194,8.985634
1195,5.5646267
1196,7.945178
1197,5.5899773
1198,11.579491
1199,4.6651406
1200,9.2552185
1201,21.33641
1202,26.949535
1203,8.475116
1204,10.996843
1205,13.559017
1206,11.874714
1207,8.380081
1208,30.550838
1209,23.611055
1210,23.004114
1211,9.287482
1212,7.4600897
1213,14.916013
1214,26.220112
1215,34.617023
1216,9.084993
1217,23.804607
1218,23.776373
1219,1.9316994
1220,21.051186
1221,12.204252
1222,5.869599
1223,21.707722
1224,5.841823
1225,4.716712
1226,2.898632
1227,9.126733
1228,34.367832
1229,8.543581
1230,21.545668
1231,4.14602
1232,8.331111
1233,23.890505
1234,14.116728
1235,29.245539
1236,10.337999
1237,17.213741
1238,23.890505
1239,1.3340111
1240,16.951593
1241,24.64042
1242,8.039358
1243,13.212969
1244,1.0
1245,26.327614
1246,21.00851
1247,10.381822
1248,9.726282
1249,20.987196
1250,26.409136
1251,25.616352
1252,1.0
1253,15.412931
1254,11.916235
1255,6.5617976
1256,4.0015564
1257,8.971619
1258,34.17615
1259,12.074501
1260,2.8692403
1261,7.1676636
1262,19.630526
1263,13.870499
1264,25.981064
1265,8.777834
1266,15.966387
1267,14.624425
1268,19.445004
1269,12.0324955
1270,20.230251
1271,9.677045
1272,14.576454
1273,4.46383
1274,3.9489975
1275,1.7158926
1276,13.392601
1277,3.9991825
1278,1.0
1279,17.959425
1280,19.12201
1281,4.87724
1282,15.829382
1283,23.753962
1284,24.268799
1285,6.1799784
1286,8.856907
1287,13.854488
1288,7.194392
1289,11.446367
1290,19.613373
1291,10.665804
1292,9.669282
1293,16.188433
1294,8.070734
1295,4.412692
1296,11.421328
1297,1.9622536
1298,2.835476
1299,26.95131
1300,26.367447
1301,7.1172075
1302,6.2472653
1303,3.1159477
1304,1.283884
1305,13.721418
1306,14.211613
1307,19.356709
1308,20.027685
1309,19.842216
1310,4.017638
1311,10.590058
1312,27.384941
1313,7.229283
1314,6.2391877
1315,11.465605
1316,25.337202
1317,20.797937
1318,3.543913
1319,11.677392
1320,21.804573
1321,19.735832
1322,19.869968
1323,14.354269
1324,30.984814
1325,11.185537
1326,8.564774
1327,23.693163
1328,25.17485
1329,25.451988
1330,7.465052
1331,13.120433
1332,3.6556454
1333,11.524246
1334,13.785462
1335,8.981777
1336,6.9413977
1337,8.215319
1338,25.639536
1339,5.2965355
1340,15.4467325
1341,9.764984
1342,9.882164
1343,8.857101
1344,36.556053
1345,2.7898703
1346,10.205798
1347,2.0913687
1348,13.786568
1349,15.656481
1350,8.71493
1351,12.404304
1352,7.565876
1353,13.094665
1354,11.846616
1355,11.28124
1356,17.572948
1357,10.2787
1358,13.84165
1359,15.936709
1360,34.378105
1361,14.206236
1362,6.827847
1363,7.3823757
1364,3.7837596
1365,18.427244
1366,13.277792
1367,30.188173
1368,14.490839
1369,8.001288
1370,34.952923
1371,9.485551
1372,7.8570986
1373,10.726256
1374,16.297731
1375,36.924187
1376,21.922787
1377,15.362331
1378,9.786715
1379,20.90302
1380,5.6253448
1381,3.8437362
1382,17.458603
1383,22.236555
1384,5.9910736
1385,8.587661
1386,17.832392
1387,19.650017
1388,2.639861
1389,7.8065023
1390,34.186165
1391,12.1592655
1392,1.0
1393,8.010142
1394,1.0643582
1395,5.8143682
1396,20.575335
1397,13.006903
1398,16.365305
1399,3.6376162
1400,7.30899
1401,15.017688
1402,2.1417513
1403,27.006584
1404,13.576027
1405,9.98769
1406,11.584223
1407,3.068509
1408,10.556388
1409,38.603333
1410,8.000839
1411,11.370468
1412,1.7456324
1413,18.329243
1414,1.0
1415,5.9032764
1416,6.0623283
1417,20.094234
1418,18.805597
1419,23.960234
1420,16.812038
1421,3.8443918
1422,1.3378823
1423,26.023312
1424,15.715995
1425,14.820799
1426,20.846748
1427,1.0
1428,26.066154
1429,12.2073
1430,20.552258
1431,32.216106
1432,22.040743
1433,12.947828
1434,6.316395
1435,36.0185
1436,9.0351305
1437,2.9822826
1438,13.49012
1439,6.9204884
1440,12.277647
1441,14.687876
1442,19.67594
1443,1.0
1444,5.0398965
1445,6.7668324
1446,3.568678
1447,13.643421
1448,21.861683
1449,10.54409
1450,27.712456
1451,17.10091
1452,16.721745
1453,20.468819
1454,7.5344973
1455,17.897182
1456,20.512932
1457,1.0
1458,4.736224
1459,8.143038
1460,4.4962587
1461,7.3654747
1462,19.522419
1463,10.182697
1464,7.6916347
1465,3.315696
1466,12.249153
1467,3.4834495
1468,26.645493
1469,25.304537
1470,4.438185
1471,29.950018
1472,31.23957
1473,4.300649
1474,12.580882
1475,25.64441
1476,14.267702
1477,2.956606
1478,6.4651475
1479,27.447609
1480,9.768711
1481,31.772282
1482,16.377972
1483,6.9332304
1484,24.405369
1485,25.375738
1486,28.280663
1487,1.0
1488,16.641188
1489,19.098904
1490,1.3485031
1491,10.240873
1492,25.703272
1493,5.262692
1494,21.671476
1495,6.1865215
1496,17.734587
1497,28.108791
1498,19.535583
1499,6.8169193
1500,18.876703
1501,26.292747
1502,15.89329
1503,12.69466
1504,2.3351254
1505,16.889734
1506,1.0
1507,24.32688
1508,9.835929
1509,12.276184
1510,13.449032
1511,5.6742043
1512,24.186733
1513,3.1687465
1514,19.212145
1515,1.0
1516,11.713951
1517,8.560611
1518,1.0
1519,9.049553
1520,11.847137
1521,7.4286613
1522,15.188932
1523,7.184993
1524,10.121544
1525,19.434446
1526,10.489486
1527,10.445609
1528,20.119766
1529,14.298469
1530,1.0
1531,12.921998
1532,19.22678
1533,7.025427
1534,4.3802414
1535,14.404633
1536,5.0837293
1537,6.498673
1538,18.0985
1539,13.236066
1540,6.382887
1541,23.508703
1542,32.402554
1543,5.5386643
1544,7.950828
1545,15.674506
1546,1.8099973
1547,2.4409523
1548,11.361297
1549,10.915907
1550,26.721855
1551,14.440642
1552,5.153039
1553,16.259054
1554,16.970636
1555,12.455571
1556,5.1267157
1557,18.501259
1558,7.210688
1559,18.410732
1560,20.628778
1561,7.1067643
1562,8.704696
1563,14.12969
1564,7.1964045
1565,9.591387
1566,6.886407
1567,10.106195
1568,9.005263
1569,13.0401535
1570,5.088396
1571,12.597573
1572,27.73229
1573,23.767115
1574,13.900795
1575,26.14047
1576,4.3887587
1577,29.656128
1578,6.050025
1579,29.740074
1580,18.960163
1581,24.304121
1582,12.80463
1583,10.538733
1584,5.1594963
1585,10.454605
1586,8.737815
1587,8.734646
1588,2.7688987
1589,11.346579
1590,6.8614864
1591,3.321962
1592,11.492001
1593,13.811168
1594,22.251343
1595,2.24057
1596,20.468254
1597,37.076176
1598,22.400242
1599,4.909773
1600,7.4010296
1601,9.688816
1602,7.7161155
1603,13.971431
1604,5.6051793
1605,12.880914
1606,36.822025
1607,5.7855678
1608,1.0
1609,13.313704
1610,4.8261414
1611,21.120441
1612,16.076433
1613,13.972071
1614,13.729557
1615,6.366942
1616,21.911568
1617,5.420154
1618,6.4209013
1619,2.393877
1620,13.97806
1621,14.580616
1622,15.374128
1623,13.253762
1624,25.653753
1625,11.089553
1626,6.9844794
1627,29.956123
1628,6.007656
1629,1.7567165
1630,3.696035
1631,5.8701982
1632,6.8870606
1633,1.4670496
1634,11.912725
1635,22.322144
1636,30.395874
1637,11.529509
1638,6.0638175
1639,6.618955
1640,7.5769105
1641,27.26591
1642,14.139937
1643,10.716865
1644,29.705181
1645,36.70359
1646,7.996693
1647,6.8818183
1648,11.141134
1649,24.443844
1650,23.031868
1651,2.2827315
1652,14.308334
1653,32.98745
1654,3.8660607
1655,9.551499
1656,17.144577
1657,14.958586
1658,23.4058
1659,6.1006737
1660,3.008535
1661,16.01492
1662,21.220688
1663,15.381398
1664,9.373529
1665,10.360479
1666,4.9548507
1667,5.430908
1668,21.291817
1669,20.508389
1670,20.03971
1671,16.151272
1672,1.7073216
1673,7.410496
1674,24.52628
1675,8.294728
1676,7.93382
1677,15.883367
1678,18.15908
1679,28.700329
1680,13.764158
1681,13.389226
1682,17.502636
1683,6.9536667
1684,4.5073915
1685,21.208828
1686,37.913826
1687,1.5347109
1688,4.4820504
1689,9.212846
1690,12.433213
1691,7.45003
1692,1.8245916
1693,12.701731
1694,7.431821
1695,27.31061
1696,24.346352
1697,32.57789
1698,1.5643008
1699,25.594067
1700,35.47371
1701,15.3703575
1702,24.152637
1703,13.828664
1704,3.6206913
1705,19.60405
1706,6.9347534
1707,2.5237522
1708,26.130772
1709,12.097641
1710,12.65353
1711,1.656435
1712,12.662904
1713,21.855335
1714,11.909564
1715,7.4166565
1716,5.9330597
1717,17.394623
1718,16.566826
1719,14.177245
1720,15.526427
1721,2.1478014
1722,6.27422
1723,20.508389
1724,1.0444202
1725,20.293823
1726,6.3009887
1727,2.607974
1728,15.802909
1729,10.795978
1730,16.251537
1731,8.578827
1732,15.281757
1733,12.9808235
1734,23.846964
1735,8.733114
1736,5.8267746
1737,13.417675
1738,13.688697
1739,11.237435
1740,9.434874
1741,16.813452
1742,10.755018
1743,13.054033
1744,5.9620705
1745,11.348467
1746,9.251213
1747,6.110622
1748,2.5898528
1749,13.174788
1750,6.794715
1751,22.211132
1752,29.451641
1753,2.78646
1754,1.6566052
1755,15.767196
1756,12.065166
1757,3.8953283
1758,11.237435
1759,5.6197414
1760,8.070799
1761,7.357917
1762,33.521034
1763,6.086317
1764,28.437878
1765,36.395817
1766,19.47528
1767,18.65999
1768,8.133165
1769,11.485776
1770,8.885805
1771,10.142183
1772,11.358358
1773,14.3130455
1774,13.099453
1775,27.62141
1776,18.605608
1777,12.315813
1778,11.217229
1779,6.013233
1780,10.215748
1781,26.695208
1782,13.270094
1783,18.926476
1784,13.296509
1785,32.654976
1786,11.877054
1787,6.2519817
1788,1.0
1789,16.10235
1790,9.390365
1791,11.211309
1792,6.153833
1793,13.761002
1794,9.879996
1795,17.75203
1796,9.677719
1797,26.065647
1798,13.834981
1799,23.89874
1800,17.975895
1801,13.175105
1802,12.046375
1803,22.115948
1804,20.108719
1805,23.954771
1806,5.6191554
1807,18.96315
1808,5.2143517
1809,9.074059
1810,7.2564125
1811,15.643234
1812,23.252197
1813,11.887981
1814,27.170792
1815,13.854702
1816,15.314151
1817,7.250089
1818,5.5229874
1819,7.368132
1820,4.519199
1821,3.7607014
1822,15.499401
1823,13.922343
1824,28.53006
1825,9.1149845
1826,4.1212425
1827,3.6052518
1828,7.466521
1829,8.020945
1830,12.438208
1831,3.3446665
1832,17.766352
1833,10.821106
1834,31.576206
1835,8.243049
